Hz,175n,175m,175S,175Son
387.0,8.80022e-11,7.170155e-11,8.025561e-11,7.96999e-11
387.5,8.470299e-11,7.382123e-11,8.379941e-11,7.228303e-11
388.0,8.826725e-11,8.071759e-11,8.033178e-11,7.664023e-11
388.5,7.838359e-11,8.695868e-11,7.145339e-11,8.365372e-11
389.0,7.30461e-11,7.960603e-11,7.08759e-11,8.256966e-11
389.5,7.399398e-11,7.830479e-11,7.600351e-11,8.054563e-11
390.0,7.98469e-11,9.348872e-11,7.713557e-11,8.319679e-11
390.5,6.666056e-11,8.761547e-11,7.182049e-11,8.871735e-11
391.0,6.357048e-11,8.138269e-11,7.211131e-11,8.126633e-11
391.5,7.546951e-11,7.847454e-11,7.925603e-11,7.953017e-11
392.0,8.313795e-11,8.579072e-11,9.808709e-11,7.879195e-11
392.5,8.349092e-11,8.157009e-11,8.309976e-11,8.841403e-11
393.0,7.734508e-11,7.806233e-11,7.353356e-11,8.42828e-11
393.5,7.022852e-11,7.219245e-11,7.443875e-11,7.704164e-11
394.0,7.977152e-11,6.672425e-11,8.830317e-11,9.160277e-11
394.5,8.507296e-11,6.976691e-11,8.768935e-11,9.314569e-11
395.0,7.691889e-11,7.999784e-11,7.89441e-11,7.477639e-11
395.5,8.063792e-11,7.151563e-11,6.62357e-11,7.338555e-11
396.0,8.78169e-11,7.458369e-11,6.61615e-11,7.101662e-11
396.5,8.792091e-11,6.926229e-11,6.605678e-11,7.941774e-11
397.0,8.045143e-11,6.553135e-11,7.485591e-11,7.437165e-11
397.5,8.567554e-11,6.901992e-11,8.037153e-11,6.963777e-11
398.0,8.78231e-11,7.63016e-11,7.702992e-11,6.979418e-11
398.5,7.457772e-11,8.057801e-11,7.620814e-11,7.971275e-11
399.0,7.669373e-11,7.676563e-11,8.603252e-11,7.629906e-11
399.5,8.083953e-11,8.212844e-11,8.086865e-11,7.266675e-11
400.0,7.44274e-11,7.802219e-11,7.908112e-11,7.587043e-11
