Hz,173N,173m,73mFOn,173S,173nfo
316.5,1.071291e-10,1.071278e-10,1.02779e-10,1.211177e-10,9.320207e-11
317.0,1.177983e-10,1.00072e-10,1.116101e-10,1.231766e-10,1.067265e-10
317.5,1.121707e-10,1.080682e-10,1.236019e-10,1.20858e-10,1.117236e-10
318.0,1.118522e-10,1.035241e-10,1.132516e-10,1.097905e-10,1.10484e-10
318.5,1.137309e-10,8.842195e-11,1.094695e-10,1.018961e-10,1.089928e-10
319.0,1.152487e-10,1.013147e-10,1.04215e-10,1.142046e-10,1.151553e-10
319.5,1.105844e-10,1.11602e-10,9.577623e-11,1.118147e-10,1.030192e-10
320.0,1.039609e-10,1.104014e-10,9.260298e-11,1.076833e-10,9.568255e-11
320.5,9.561796e-11,1.120588e-10,9.012389e-11,1.193337e-10,1.078926e-10
321.0,1.117742e-10,1.043517e-10,1.022744e-10,1.146525e-10,1.077974e-10
321.5,1.177151e-10,9.744963e-11,1.05803e-10,1.103385e-10,9.777973e-11
322.0,1.06475e-10,1.041031e-10,8.577192e-11,1.01536e-10,9.306949e-11
322.5,1.021611e-10,1.018011e-10,1.114733e-10,9.483308e-11,9.256791e-11
323.0,9.69363e-11,1.003837e-10,1.1265e-10,1.077745e-10,9.95292e-11
323.5,1.09405e-10,9.999322e-11,1.063184e-10,1.178316e-10,9.365658e-11
324.0,1.054375e-10,1.01788e-10,1.104809e-10,1.076756e-10,9.787129e-11
324.5,9.227832e-11,1.102677e-10,1.040943e-10,1.10318e-10,9.560238e-11
325.0,9.415758e-11,1.159534e-10,1.037012e-10,1.090031e-10,1.029272e-10
325.5,1.001651e-10,1.122911e-10,9.753112e-11,9.881174e-11,1.027986e-10
326.0,9.953445e-11,9.833974e-11,9.356915e-11,1.037413e-10,1.015795e-10
326.5,9.395006e-11,8.832343e-11,1.092948e-10,1.007817e-10,8.946183e-11
327.0,1.013215e-10,9.695346e-11,9.693412e-11,9.606851e-11,9.748129e-11
327.5,9.547647e-11,1.030778e-10,1.008162e-10,9.854355e-11,9.783647e-11
328.0,9.608826e-11,1.020029e-10,1.00152e-10,9.784212e-11,9.963129e-11
328.5,9.19456e-11,9.216292e-11,8.714714e-11,1.058261e-10,9.541959e-11
329.0,8.623336e-11,9.406301e-11,1.013308e-10,1.060572e-10,9.61668e-11
329.5,9.071385e-11,1.07846e-10,1.139887e-10,1.031843e-10,1.077595e-10
330.0,9.885231e-11,1.038438e-10,1.120163e-10,1.0072e-10,9.821938e-11
330.5,1.040162e-10,9.672614e-11,1.089369e-10,1.027253e-10,9.990889e-11
331.0,9.573434e-11,9.053987e-11,8.921787e-11,9.909024e-11,1.015867e-10
331.5,9.859475e-11,9.022506e-11,8.602856e-11,9.713789e-11,1.02006e-10
332.0,9.532378e-11,9.269658e-11,9.116318e-11,1.029965e-10,1.055706e-10
332.5,9.329922e-11,9.848903e-11,1.056666e-10,1.005537e-10,1.073078e-10
333.0,9.672049e-11,9.467029e-11,1.0244e-10,9.289701e-11,1.033627e-10
333.5,9.778057e-11,9.071196e-11,9.917711e-11,9.833777e-11,1.031402e-10
334.0,9.202846e-11,8.783141e-11,8.820424e-11,1.091076e-10,1.024021e-10
334.5,1.028903e-10,9.788041e-11,8.457453e-11,1.059683e-10,1.146287e-10
335.0,9.77538e-11,8.958527e-11,9.169013e-11,1.046362e-10,1.160299e-10
335.5,9.237783e-11,7.53542e-11,9.901726e-11,9.496167e-11,1.028782e-10
336.0,9.51408e-11,9.076134e-11,1.011834e-10,8.774864e-11,9.731201e-11
336.5,9.023593e-11,9.022096e-11,9.442806e-11,9.423121e-11,9.052583e-11
337.0,9.717943e-11,8.779778e-11,9.026365e-11,9.764177e-11,8.312785e-11
337.5,9.460185e-11,9.308788e-11,9.2324e-11,9.795478e-11,7.898873e-11
338.0,9.066721e-11,8.271968e-11,7.915252e-11,9.775022e-11,8.401909e-11
338.5,9.38221e-11,8.822427e-11,8.86636e-11,1.020996e-10,7.914525e-11
339.0,8.501886e-11,9.635789e-11,1.04317e-10,1.03459e-10,8.11393e-11
339.5,9.288519e-11,1.040968e-10,9.983343e-11,1.109695e-10,9.663258e-11
340.0,9.562124e-11,1.066251e-10,8.932381e-11,1.084327e-10,1.054345e-10
340.5,8.816119e-11,1.109173e-10,8.154961e-11,9.554038e-11,9.838465e-11
341.0,8.752557e-11,1.096804e-10,9.519341e-11,1.071713e-10,9.06032e-11
341.5,9.209911e-11,1.061712e-10,1.124777e-10,9.680783e-11,8.145275e-11
342.0,7.959961e-11,8.761018e-11,1.084364e-10,9.598174e-11,8.814083e-11
342.5,8.059843e-11,9.44509e-11,9.819522e-11,9.363519e-11,9.697782e-11
343.0,9.435307e-11,1.050617e-10,9.518814e-11,9.451185e-11,8.639173e-11
343.5,1.137383e-10,1.05036e-10,9.328509e-11,9.211957e-11,9.441505e-11
344.0,1.032945e-10,1.07776e-10,9.972152e-11,9.275331e-11,8.310552e-11
344.5,9.658457e-11,8.97242e-11,1.025666e-10,8.439321e-11,9.533994e-11
345.0,1.086716e-10,8.612055e-11,9.770332e-11,8.676002e-11,1.121618e-10
345.5,1.046261e-10,9.659226e-11,1.015568e-10,9.633691e-11,9.055905e-11
346.0,9.478182e-11,8.962382e-11,8.329598e-11,1.124938e-10,8.182648e-11
346.5,1.016441e-10,8.516654e-11,8.800864e-11,1.115784e-10,8.230495e-11
347.0,1.042333e-10,8.875412e-11,9.8729e-11,1.046565e-10,8.296845e-11
347.5,9.417786e-11,8.372675e-11,8.758833e-11,1.010393e-10,8.616435e-11
348.0,8.76717e-11,8.347941e-11,7.739343e-11,8.776985e-11,9.248464e-11
348.5,9.243108e-11,9.432963e-11,8.717089e-11,8.27874e-11,9.717037e-11
349.0,8.708031e-11,9.323053e-11,1.027264e-10,8.705547e-11,9.791656e-11
349.5,9.094207e-11,9.455252e-11,9.556988e-11,1.016786e-10,9.605337e-11
350.0,8.995457e-11,9.876826e-11,8.898063e-11,9.388609e-11,9.506667e-11
350.5,8.551519e-11,9.912889e-11,9.284695e-11,8.977322e-11,8.678935e-11
351.0,1.00595e-10,1.074188e-10,9.473002e-11,7.903616e-11,7.796688e-11
351.5,9.846615e-11,8.87568e-11,9.39013e-11,8.832288e-11,7.860335e-11
352.0,9.075219e-11,8.44665e-11,8.992104e-11,8.982762e-11,8.945047e-11
352.5,9.941837e-11,8.78051e-11,9.776024e-11,8.33875e-11,9.851247e-11
353.0,9.620918e-11,1.057572e-10,1.09843e-10,9.009345e-11,9.137201e-11
353.5,9.383915e-11,1.188217e-10,1.04419e-10,8.725876e-11,8.926668e-11
354.0,8.896603e-11,1.077986e-10,9.410811e-11,8.948305e-11,1.06567e-10
354.5,9.220104e-11,9.827413e-11,8.304209e-11,9.489225e-11,9.083206e-11
355.0,9.53248e-11,9.388088e-11,8.390588e-11,8.699233e-11,9.276543e-11
355.5,8.126848e-11,9.717142e-11,8.205123e-11,7.748031e-11,8.864255e-11
356.0,7.988293e-11,1.007458e-10,9.423251e-11,8.840924e-11,9.32339e-11
356.5,8.018217e-11,8.865007e-11,9.967911e-11,1.070065e-10,9.363735e-11
357.0,7.524985e-11,8.517442e-11,8.544711e-11,9.614659e-11,8.640608e-11
357.5,7.704804e-11,8.637526e-11,8.682684e-11,8.948733e-11,9.692473e-11
358.0,7.815226e-11,8.855993e-11,1.007751e-10,9.123056e-11,9.630265e-11
358.5,7.781602e-11,8.54869e-11,9.441766e-11,9.034479e-11,9.843321e-11
359.0,8.720308e-11,9.919884e-11,9.765698e-11,7.515522e-11,1.006358e-10
359.5,9.502486e-11,9.608472e-11,9.369061e-11,7.300969e-11,1.057501e-10
360.0,9.068632e-11,9.618545e-11,8.460319e-11,6.56809e-11,9.546786e-11
360.5,7.295257e-11,9.826572e-11,8.554347e-11,6.708378e-11,9.145198e-11
361.0,6.944086e-11,9.711272e-11,8.847907e-11,7.485423e-11,8.942953e-11
361.5,6.983965e-11,9.962128e-11,8.842521e-11,7.546351e-11,8.693245e-11
362.0,8.246207e-11,1.01064e-10,8.105062e-11,8.096332e-11,9.906777e-11
362.5,8.362878e-11,9.949661e-11,8.826915e-11,9.20829e-11,9.470157e-11
363.0,7.947384e-11,9.779733e-11,9.730305e-11,9.176423e-11,9.338576e-11
363.5,8.494357e-11,1.037538e-10,8.764226e-11,9.149986e-11,1.017415e-10
364.0,8.142306e-11,8.612375e-11,8.632699e-11,7.796287e-11,1.048882e-10
364.5,8.365206e-11,8.893687e-11,8.465672e-11,8.13094e-11,1.001656e-10
365.0,9.093189e-11,8.795892e-11,8.849981e-11,9.160275e-11,8.589594e-11
365.5,8.774823e-11,8.33261e-11,8.677481e-11,8.92401e-11,8.314727e-11
366.0,9.913027e-11,8.228519e-11,9.277111e-11,7.631624e-11,7.419095e-11
366.5,9.181274e-11,8.235286e-11,7.48263e-11,8.462477e-11,8.295852e-11
367.0,8.335969e-11,9.514749e-11,8.201354e-11,9.441162e-11,8.998303e-11
367.5,7.707873e-11,9.656021e-11,8.557968e-11,8.175308e-11,8.767043e-11
368.0,8.312843e-11,1.022173e-10,8.634546e-11,8.321044e-11,7.693159e-11
368.5,9.069716e-11,9.530246e-11,8.249854e-11,9.252947e-11,7.003371e-11
369.0,8.733492e-11,8.704337e-11,7.848031e-11,1.027242e-10,7.786726e-11
369.5,8.543385e-11,7.544747e-11,9.386636e-11,1.048931e-10,9.002659e-11
370.0,9.10625e-11,8.440966e-11,1.002924e-10,9.200272e-11,9.511054e-11
370.5,8.642913e-11,8.60008e-11,8.447093e-11,8.949309e-11,8.177595e-11
371.0,8.328484e-11,8.237007e-11,7.837929e-11,8.398008e-11,8.96133e-11
371.5,7.823216e-11,9.329412e-11,8.062247e-11,8.564723e-11,9.269926e-11
372.0,6.650178e-11,1.093945e-10,8.447076e-11,8.37644e-11,8.907818e-11
372.5,7.378253e-11,9.43574e-11,8.193265e-11,8.496277e-11,8.757074e-11
373.0,7.503665e-11,8.577061e-11,8.373609e-11,8.666128e-11,8.660957e-11
373.5,8.972427e-11,7.834786e-11,9.361212e-11,8.575185e-11,8.7757e-11
374.0,9.941827e-11,8.529651e-11,8.667232e-11,8.347845e-11,9.474271e-11
374.5,9.040189e-11,7.940548e-11,9.797491e-11,8.129666e-11,8.696751e-11
375.0,9.487795e-11,8.907709e-11,9.211865e-11,8.844647e-11,8.322314e-11
375.5,9.803367e-11,8.982011e-11,8.288558e-11,9.106099e-11,9.945963e-11
376.0,9.374947e-11,8.033827e-11,7.252822e-11,9.289596e-11,9.071537e-11
376.5,7.796964e-11,8.386814e-11,7.857341e-11,8.342131e-11,8.034553e-11
377.0,7.535968e-11,8.057638e-11,8.529571e-11,7.247606e-11,8.143699e-11
377.5,9.253193e-11,7.704101e-11,7.86283e-11,6.750404e-11,7.985836e-11
378.0,9.218239e-11,7.645379e-11,8.734562e-11,7.932006e-11,7.66746e-11
378.5,9.524225e-11,7.77938e-11,9.604156e-11,7.958894e-11,7.546785e-11
379.0,9.330126e-11,8.20559e-11,8.545208e-11,9.051291e-11,8.708224e-11
379.5,8.644296e-11,8.291633e-11,7.184068e-11,9.444967e-11,9.011349e-11
380.0,7.432282e-11,7.775239e-11,7.358634e-11,8.822269e-11,7.158577e-11
380.5,7.206932e-11,7.838435e-11,8.907262e-11,7.706249e-11,7.338838e-11
381.0,8.421327e-11,8.660295e-11,9.04933e-11,8.411701e-11,7.851347e-11
381.5,8.489339e-11,9.881061e-11,8.427872e-11,8.309777e-11,7.516247e-11
382.0,8.239465e-11,8.497503e-11,8.166608e-11,7.952328e-11,7.294063e-11
382.5,7.897423e-11,8.257947e-11,8.659357e-11,9.094358e-11,7.733248e-11
383.0,8.659598e-11,8.026498e-11,8.033971e-11,8.498012e-11,8.360077e-11
383.5,8.692043e-11,8.50893e-11,7.915066e-11,7.458388e-11,7.922576e-11
384.0,8.651767e-11,9.176367e-11,7.960677e-11,7.56981e-11,7.643466e-11
384.5,8.554105e-11,8.412945e-11,8.023897e-11,7.533266e-11,8.955034e-11
385.0,7.825654e-11,9.802974e-11,8.197139e-11,8.839739e-11,8.978886e-11
385.5,7.513029e-11,9.555367e-11,7.681362e-11,8.237219e-11,8.27898e-11
386.0,8.807665e-11,8.911813e-11,7.342581e-11,7.93088e-11,7.822023e-11
386.5,8.42994e-11,8.433487e-11,8.066492e-11,8.587343e-11,7.63586e-11
387.0,9.143178e-11,7.819783e-11,8.045416e-11,8.825914e-11,6.789153e-11
387.5,8.573948e-11,7.537671e-11,7.990233e-11,9.710337e-11,8.38877e-11
388.0,8.504174e-11,8.233379e-11,7.934439e-11,1.012571e-10,8.40512e-11
388.5,7.88653e-11,7.337829e-11,6.784809e-11,1.015036e-10,7.86267e-11
389.0,9.102288e-11,6.919323e-11,7.710029e-11,8.723746e-11,7.994191e-11
389.5,9.123772e-11,7.094823e-11,7.409461e-11,7.900326e-11,8.206639e-11
390.0,9.627886e-11,7.154916e-11,6.818364e-11,8.076976e-11,8.496687e-11
390.5,9.538581e-11,8.639021e-11,7.473294e-11,8.237144e-11,8.307638e-11
391.0,9.312446e-11,8.990221e-11,8.350864e-11,8.559341e-11,8.123386e-11
391.5,9.382242e-11,8.711446e-11,8.312111e-11,8.740574e-11,7.700812e-11
392.0,7.965968e-11,8.77305e-11,8.807767e-11,8.000146e-11,7.280672e-11
392.5,8.923962e-11,8.146199e-11,8.267666e-11,8.123697e-11,7.829654e-11
393.0,9.100307e-11,7.884935e-11,8.135345e-11,8.706125e-11,9.235573e-11
393.5,7.552599e-11,9.014549e-11,8.252316e-11,8.61729e-11,8.738085e-11
394.0,6.993873e-11,8.447628e-11,8.578672e-11,7.690644e-11,7.268554e-11
394.5,6.998943e-11,7.744754e-11,8.129072e-11,8.973029e-11,7.001867e-11
395.0,7.455059e-11,7.026813e-11,7.4631e-11,9.928892e-11,7.29584e-11
395.5,8.595959e-11,6.784402e-11,7.727779e-11,8.599241e-11,7.096229e-11
396.0,7.636084e-11,6.58376e-11,7.402739e-11,8.650786e-11,6.764361e-11
396.5,7.56633e-11,7.918176e-11,7.465883e-11,8.972897e-11,7.657167e-11
397.0,7.318623e-11,8.252138e-11,7.8078e-11,8.382357e-11,7.014041e-11
397.5,7.180059e-11,8.452537e-11,7.285177e-11,6.662845e-11,8.807965e-11
398.0,6.507019e-11,8.191308e-11,7.025298e-11,7.388654e-11,8.676043e-11
398.5,6.779331e-11,7.932759e-11,6.900245e-11,7.446013e-11,7.868722e-11
399.0,7.187043e-11,7.712091e-11,6.845124e-11,7.466554e-11,9.097338e-11
399.5,7.508142e-11,6.761736e-11,7.607531e-11,7.619105e-11,8.644913e-11
400.0,8.178769e-11,7.41936e-11,7.447769e-11,7.43166e-11,7.796131e-11
